State_ebay,State_amaz,,ebay,amaz,lat,long
New Jersey,California,1061,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Maryland,Michigan,1061,"n	e	g	a	t	i	v	e","n	e	g	a	t	i	v	e",,
California,Florida,1064,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
New York,Florida,1064,"n	e	g	a	t	i	v	e","p	o	s	i	t	i	v	e",,
Washington,Alabama,1065,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Alabama,Colorado,1067,"n	e	g	a	t	i	v	e","n	e	g	a	t	i	v	e",,
Connecticut,Hawaii,1067,"n	e	g	a	t	i	v	e","p	o	s	i	t	i	v	e",,
California,Virginia,1067,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Maryland,North Carolina,1068,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Virginia,New Jersey,1069,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Florida,Delaware,1070,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
New Jersey,Minnesota,1070,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
South Carolina,Arizona,1072,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Florida,Arizona,1074,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
California,Nevada,1074,"p	o	s	i	t	i	v	e","n	e	g	a	t	i	v	e",,
California,California,1076,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Florida,New Jersey,1076,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Illinois,California,1078,"p	o	s	i	t	i	v	e","n	e	g	a	t	i	v	e",,
Washington,Georgia,1078,"p	o	s	i	t	i	v	e","n	e	g	a	t	i	v	e",,
North Carolina,Alabama,1079,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Pennsylvania,Arizona,1079,"p	o	s	i	t	i	v	e","n	e	g	a	t	i	v	e",,
New Jersey,Hawaii,1081,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
California,North Carolina,1083,"p	o	s	i	t	i	v	e","n	e	g	a	t	i	v	e",,
Pennsylvania,New Jersey,1085,"p	o	s	i	t	i	v	e","n	e	g	a	t	i	v	e",,
California,California,1086,"n	e	g	a	t	i	v	e","p	o	s	i	t	i	v	e",,
Connecticut,Florida,1086,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Illinois,Michigan,1090,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
California,New Jersey,1094,"n	e	g	a	t	i	v	e","p	o	s	i	t	i	v	e",,
Virginia,Florida,1095,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Pennsylvania,Michigan,1095,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
California,New Jersey,1095,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
New Jersey,South Carolina,1096,"p	o	s	i	t	i	v	e","n	e	g	a	t	i	v	e",,
Colorado,Maryland,1098,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Arizona,New Jersey,1098,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Hawaii,Virginia,1099,"p	o	s	i	t	i	v	e","n	e	g	a	t	i	v	e",,
Massachusetts,California,1100,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Michigan,Illinois,1101,"n	e	g	a	t	i	v	e","p	o	s	i	t	i	v	e",,
Virginia,Massachusetts,1101,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Massachusetts,California,1104,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Washington,Colorado,1105,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Colorado,Illinois,1105,"p	o	s	i	t	i	v	e","n	e	g	a	t	i	v	e",,
Nevada,Maryland,1105,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Connecticut,Georgia,1106,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Delaware,Pennsylvania,1107,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Florida,Massachusetts,1109,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
California,New Jersey,1109,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Maryland,Colorado,1110,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Virginia,Connecticut,1110,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Georgia,New Jersey,1110,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
California,Colorado,1111,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Nevada,Florida,1111,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Colorado,Virginia,1111,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
New Jersey,Alabama,1112,"p	o	s	i	t	i	v	e","n	e	g	a	t	i	v	e",,
Colorado,Nevada,1112,"p	o	s	i	t	i	v	e","n	e	g	a	t	i	v	e",,
Pennsylvania,Georgia,1113,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Hawaii,Virginia,1115,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Delaware,Colorado,1116,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Washington,Maryland,1116,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Washington,California,1117,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Pennsylvania,California,1117,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Washington,Georgia,1117,"n	e	g	a	t	i	v	e","p	o	s	i	t	i	v	e",,
Washington,Washington,1117,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
New Jersey,Florida,1119,"p	o	s	i	t	i	v	e","n	e	g	a	t	i	v	e",,
Minnesota,Massachusetts,1119,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Pennsylvania,New York,1120,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Delaware,New York,1121,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Georgia,Illinois,1125,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Florida,New Jersey,1125,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Hawaii,Minnesota,1126,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Connecticut,New Jersey,1127,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
New Jersey,California,1128,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Minnesota,Minnesota,1129,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Nevada,Connecticut,1135,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Virginia,Illinois,1138,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Alabama,Pennsylvania,1142,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
California,New Jersey,1143,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Washington,Hawaii,1144,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Massachusetts,Michigan,1144,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Massachusetts,New Jersey,1144,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
California,Arizona,1145,"n	e	g	a	t	i	v	e","p	o	s	i	t	i	v	e",,
Virginia,Colorado,1145,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Illinois,New Jersey,1146,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
New York,Minnesota,1147,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
New Jersey,New York,1147,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Colorado,Washington,1147,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Alabama,California,1149,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Connecticut,California,1152,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Delaware,Virginia,1153,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
New Jersey,Georgia,1154,"p	o	s	i	t	i	v	e","n	e	g	a	t	i	v	e",,
Massachusetts,Michigan,1155,"n	e	g	a	t	i	v	e","p	o	s	i	t	i	v	e",,
Florida,New York,1155,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Arizona,Colorado,1156,"p	o	s	i	t	i	v	e","n	e	g	a	t	i	v	e",,
Georgia,Florida,1156,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Delaware,Illinois,1156,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Maryland,New Jersey,1156,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Alabama,Florida,1158,"p	o	s	i	t	i	v	e","n	e	g	a	t	i	v	e",,
Washington,Maryland,1161,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Illinois,New Jersey,1161,"p	o	s	i	t	i	v	e","n	e	g	a	t	i	v	e",,
Georgia,Virginia,1161,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Virginia,Hawaii,1163,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Colorado,Minnesota,1163,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Massachusetts,New York,1163,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Alabama,Arizona,1164,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Hawaii,Arizona,1164,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Michigan,New York,1164,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Delaware,Arizona,1166,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
New Jersey,New York,1167,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
California,California,1168,"p	o	s	i	t	i	v	e","n	e	g	a	t	i	v	e",,
California,New York,1168,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Pennsylvania,Arizona,1169,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Nevada,Pennsylvania,1169,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Pennsylvania,Washington,1169,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Alabama,Washington,1169,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Connecticut,Massachusetts,1170,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Alabama,Nevada,1171,"n	e	g	a	t	i	v	e","p	o	s	i	t	i	v	e",,
New York,Colorado,1172,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
New York,South Carolina,1172,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Maryland,California,1173,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Illinois,Colorado,1173,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
New York,Hawaii,1174,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Pennsylvania,New Jersey,1174,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Illinois,Maryland,1175,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
California,Minnesota,1175,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Pennsylvania,New Jersey,1175,"p	o	s	i	t	i	v	e","n	e	g	a	t	i	v	e",,
Arizona,New York,1176,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Nevada,Colorado,1178,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Connecticut,Delaware,1178,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
California,Massachusetts,1178,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
New York,California,1182,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
New Jersey,Maryland,1182,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Virginia,California,1183,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Illinois,Kansas,1186,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Connecticut,Virginia,1189,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
California,Georgia,1191,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Massachusetts,New Jersey,1191,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Colorado,Minnesota,1193,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Maryland,Connecticut,1195,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
New York,Connecticut,1195,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Massachusetts,New Jersey,1195,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
South Carolina,New York,1195,"p	o	s	i	t	i	v	e","n	e	g	a	t	i	v	e",,
Delaware,New Jersey,1197,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Colorado,New York,1198,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
California,Massachusetts,1200,"n	e	g	a	t	i	v	e","p	o	s	i	t	i	v	e",,
Illinois,New York,1200,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Illinois,Florida,1201,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Alabama,Virginia,1201,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
California,Colorado,1202,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Florida,Nevada,1202,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
New Jersey,Illinois,1203,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Pennsylvania,Arizona,1205,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Colorado,Connecticut,1205,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Illinois,New York,1205,"n	e	g	a	t	i	v	e","p	o	s	i	t	i	v	e",,
California,Arizona,1206,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
New York,New York,1207,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Pennsylvania,Alabama,1208,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
New York,Maryland,1208,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Hawaii,Maryland,1211,"p	o	s	i	t	i	v	e","n	e	g	a	t	i	v	e",,
Illinois,New York,1211,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Pennsylvania,Pennsylvania,1211,"p	o	s	i	t	i	v	e","n	e	g	a	t	i	v	e",,
New Jersey,Georgia,1212,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
California,Virginia,1212,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Hawaii,North Carolina,1214,"n	e	g	a	t	i	v	e","n	e	g	a	t	i	v	e",,
Virginia,Hawaii,1215,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Georgia,Minnesota,1215,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Connecticut,Illinois,1216,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Alabama,Connecticut,1219,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Florida,Georgia,1219,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Alabama,Hawaii,1219,"p	o	s	i	t	i	v	e","n	e	g	a	t	i	v	e",,
Pennsylvania,North Carolina,1219,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Connecticut,North Carolina,1219,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Washington,New York,1220,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Michigan,Massachusetts,1221,"n	e	g	a	t	i	v	e","p	o	s	i	t	i	v	e",,
California,South Carolina,1223,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Pennsylvania,New Jersey,1225,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Pennsylvania,Nevada,1226,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Delaware,Maryland,1227,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
New Jersey,Michigan,1228,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Maryland,Nevada,1229,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Virginia,New York,1229,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Illinois,California,1230,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Massachusetts,Connecticut,1230,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Kansas,Florida,1231,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
California,Washington,1231,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
New York,Connecticut,1234,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Colorado,Florida,1234,"p	o	s	i	t	i	v	e","n	e	g	a	t	i	v	e",,
New Jersey,Arizona,1235,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
California,Connecticut,1238,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
California,Arizona,1240,"p	o	s	i	t	i	v	e","n	e	g	a	t	i	v	e",,
New Jersey,Virginia,1240,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Hawaii,Alabama,1241,"p	o	s	i	t	i	v	e","n	e	g	a	t	i	v	e",,
Connecticut,Washington,1246,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Washington,Colorado,1247,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
California,Minnesota,1249,"p	o	s	i	t	i	v	e","n	e	g	a	t	i	v	e",,
Massachusetts,Maryland,1251,"n	e	g	a	t	i	v	e","n	e	g	a	t	i	v	e",,
Colorado,California,1252,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Georgia,New Jersey,1254,"p	o	s	i	t	i	v	e","n	e	g	a	t	i	v	e",,
Nevada,Nevada,1255,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
California,Michigan,1256,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Colorado,New Jersey,1256,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Delaware,Delaware,1257,"p	o	s	i	t	i	v	e","n	e	g	a	t	i	v	e",,
Connecticut,Connecticut,1258,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Virginia,New York,1258,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Massachusetts,California,1260,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Georgia,Massachusetts,1261,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Illinois,California,1262,"p	o	s	i	t	i	v	e","n	e	g	a	t	i	v	e",,
Washington,California,1262,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Colorado,Florida,1264,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Alabama,California,1266,"p	o	s	i	t	i	v	e","n	e	g	a	t	i	v	e",,
Delaware,California,1267,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Illinois,Georgia,1267,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Michigan,New Jersey,1268,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
New Jersey,Colorado,1270,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Michigan,Colorado,1273,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Illinois,California,1274,"p	o	s	i	t	i	v	e","n	e	g	a	t	i	v	e",,
Hawaii,Colorado,1275,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Georgia,Minnesota,1276,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Maryland,Illinois,1277,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Illinois,Pennsylvania,1281,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
California,Alabama,1283,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Maryland,Alabama,1284,"n	e	g	a	t	i	v	e","p	o	s	i	t	i	v	e",,
California,California,1287,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Alabama,Pennsylvania,1287,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Georgia,Washington,1288,"n	e	g	a	t	i	v	e","p	o	s	i	t	i	v	e",,
Colorado,Hawaii,1289,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Maryland,New Jersey,1291,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Colorado,Alabama,1292,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Colorado,Minnesota,1293,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Massachusetts,Nevada,1293,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Virginia,New Jersey,1293,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Kansas,Massachusetts,1296,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Illinois,Georgia,1297,"n	e	g	a	t	i	v	e","n	e	g	a	t	i	v	e",,
Washington,Hawaii,1297,"p	o	s	i	t	i	v	e","n	e	g	a	t	i	v	e",,
New Jersey,Minnesota,1297,"p	o	s	i	t	i	v	e","n	e	g	a	t	i	v	e",,
Connecticut,Virginia,1298,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Connecticut,Washington,1299,"p	o	s	i	t	i	v	e","n	e	g	a	t	i	v	e",,
Maryland,Arizona,1300,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Colorado,Alabama,1301,"p	o	s	i	t	i	v	e","n	e	g	a	t	i	v	e",,
Nevada,New York,1302,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Virginia,Georgia,1303,"p	o	s	i	t	i	v	e","n	e	g	a	t	i	v	e",,
Florida,Virginia,1306,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Michigan,Colorado,1307,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Alabama,Massachusetts,1307,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
New York,Nevada,1307,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Minnesota,Colorado,1308,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Massachusetts,New York,1308,"p	o	s	i	t	i	v	e","n	e	g	a	t	i	v	e",,
Colorado,Arizona,1309,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Connecticut,South Carolina,1309,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Minnesota,Massachusetts,1310,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Arizona,New Jersey,1311,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
New Jersey,New York,1314,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Pennsylvania,Alabama,1315,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Pennsylvania,Maryland,1317,"n	e	g	a	t	i	v	e","p	o	s	i	t	i	v	e",,
Colorado,California,1318,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Colorado,Connecticut,1318,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Pennsylvania,Connecticut,1318,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Nevada,Hawaii,1318,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Illinois,Colorado,1320,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
New York,California,1321,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Georgia,Pennsylvania,1321,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
New York,Georgia,1322,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Maryland,Virginia,1322,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
New York,California,1323,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Illinois,Minnesota,1323,"p	o	s	i	t	i	v	e","n	e	g	a	t	i	v	e",,
Massachusetts,New Jersey,1323,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Arizona,Connecticut,1324,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
New York,Delaware,1324,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Arizona,Illinois,1324,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Illinois,Delaware,1325,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Virginia,Colorado,1328,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Minnesota,Nevada,1328,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
California,California,1329,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
New Jersey,Massachusetts,1329,"n	e	g	a	t	i	v	e","p	o	s	i	t	i	v	e",,
Georgia,Washington,1329,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Florida,Washington,1329,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Nevada,Connecticut,1331,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
North Carolina,Illinois,1331,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Connecticut,California,1332,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
New York,Florida,1332,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Delaware,Virginia,1332,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Nevada,Connecticut,1333,"p	o	s	i	t	i	v	e","n	e	g	a	t	i	v	e",,
Maryland,Colorado,1334,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
New York,Massachusetts,1334,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
New Jersey,Washington,1334,"n	e	g	a	t	i	v	e","n	e	g	a	t	i	v	e",,
Colorado,New York,1336,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Maryland,Alabama,1338,"p	o	s	i	t	i	v	e","n	e	g	a	t	i	v	e",,
Kansas,Nevada,1338,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Pennsylvania,California,1339,"p	o	s	i	t	i	v	e","n	e	g	a	t	i	v	e",,
Minnesota,New York,1343,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Georgia,Virginia,1343,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Maryland,Colorado,1344,"p	o	s	i	t	i	v	e","n	e	g	a	t	i	v	e",,
Colorado,New York,1344,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
